app_language,geo,event_type,count
de_DE,AS;LB,foreground,1
ar_AE,EU;DE,page_view,56
zh_HK,AS;MY,foreground,4
tr_TR,AF;RW,action,32
sv_SE,OC;AU,timing,3
sk_SK,EU;SK,start,25
ru_RU,EU;MD,background,16
ru_RU,EU;BY,start,20
pt_PT,AF;MZ,session_end,1
pl_PL,EU;BE,foreground,2
lt_LT,EU;DE,start,4
hr_HR,EU;HR,start,22
fr_MA,AF;MA,foreground,3
fr_FR,AF;DZ,in_app_currency_action,12
fr_CA,EU;FR,background,3
fa_IR,AS;AE,foreground,17
es_US,SA;CL,page_view,765
es_ES,SA;CO,start,70
es_EC,SA;EC,foreground,1
es_CL,SA;CL,start,19
en_US,NA;US,perf,18083
en_US,EU;RU,page_view,122
en_US,EU;GB,perf,146
en_US,EU;BA,timing,65
en_US,AS;PK,page_view,65
en_US,AS;PH,perf,429
en_US,AS;KH,timing,101
en_US,AF;BW,perf,2
en_US,;;;;;,foreground,7
en_EN,AS;MY,in_app_currency_action,7
de_DE,EU;LU,action,244
de_CH,EU;CH,timing,957
cs_CZ,EU;CZ,page_view,114
ar_EG,EU;DK,timing,108
tr_TR,EU;BG,page_view,9
tr_TR,EU;BE,perf,6
sk_SK,EU;SK,in_app_currency_action,39
ru_RU,EU;BY,in_app_currency_action,85
ru_RU,AS;AM,foreground,46
ro_RO,EU;IT,perf,5
pl_PL,EU;SE,background,17
lv_LV,EU;IE,page_view,8
lt_LT,EU;DE,in_app_currency_action,25
hr_HR,EU;HR,in_app_currency_action,31
fr_FR,AS;IL,background,1
es_US,SA;PY,background,37
es_US,NA;CR,timing,481
es_PR,NA;PR,action,27
es_MX,NA;US,foreground,17
en_ZA,AS;PH,timing,2
en_ZA,AS;AE,session_end,18
en_ZA,AF;ZA,session_end,55
en_US,SA;EC,foreground,18
en_US,NA;PR,timing,192
en_US,NA;JM,foreground,41
en_US,EU;PL,action,424
en_US,EU;AL,background,1
en_US,AF;NG,perf,23
en_US,AF;MA,timing,244
en_PH,AS;PH,session_end,249
en_IN,AS;QA,perf,1
en_IN,AS;IN,page_view,123
en_IE,EU;IE,perf,103
en_GB,OC;AU,timing,3
en_GB,EU;DE,session_end,32
en_GB,EU;CH,background,14
en_GB,AS;BD,start,20
en_GB,AS;AZ,session_end,1
en_GB,AF;ZM,timing,22
de_DE,EU;CH,perf,2
ar_AE,AS;IQ,start,13
zh_TW,AS;TW,start,179
tr_TR,EU;NL,foreground,9
th_TH,AS;TH,start,324
ru_RU,EU;AT,action,49
ru_RU,AS;TW,page_view,2
pt_BR,EU;PT,timing,2
pl_PL,EU;BE,perf,2
lv_LV,EU;LV,in_app_currency_action,31
ko_KR,AS;PH,background,1
it_IT,EU;BE,page_view,87
is_IS,EU;IS,page_view,43
fr_FR,NA;HT,start,2
fr_FR,EU;FR,foreground,1653
fr_FR,EU;ES,start,2
fr_FR,AF;DZ,session_end,7
fr_CH,EU;LU,in_app_currency_action,1
es_US,SA;BO,timing,115
es_US,NA;PA,start,23
es_ES,NA;GT,action,238
es_CO,SA;CL,background,38
es_CO,NA;MX,in_app_currency_action,17
es_AR,NA;SV,page_view,6
en_US,OC;PW,perf,8
en_US,NA;DO,action,72
en_US,EU;ES,background,3
en_US,AS;HK,in_app_currency_action,21
en_US,;;;;;,perf,5
en_PH,AS;MY,page_view,8
en_NZ,AF;EG,in_app_currency_action,7
en_GB,EU;PL,in_app_currency_action,9
en_GB,EU;IT,foreground,69
en_GB,AS;PK,action,361
en_CA,AF;RW,page_view,25
en_AU,OC;AU,foreground,334
de_DE,EU;GR,page_view,5
de_CH,EU;DE,start,5
ca_ES,EU;ES,background,65
ar_SA,AS;SA,background,18
ar_IQ,EU;IE,session_end,14
ar_EG,AS;OM,foreground,1
ar_AE,AS;IL,timing,44
ar_AE,AS;BH,start,7
zh_CN,AS;HK,session_end,16
tr_TR,EU;FR,start,10
tr_TR,AS;AE,page_view,3
sv_SE,AF;DZ,session_end,3
sk_SK,EU;SK,background,63
ru_RU,EU;LT,foreground,29
ru_RU,EU;BY,background,81
ru_RU,AS;TR,session_end,5
lt_LT,EU;DE,background,7
ko_KR,AS;KR,foreground,91
it_IT,EU;CH,foreground,2
hr_HR,EU;HR,background,48
fr_CA,SA;CO,perf,6
et_EE,EU;FI,timing,2
es_US,NA;PR,session_end,55
es_ES,SA;CO,background,219
es_CO,SA;AR,start,3
es_CL,SA;CL,background,66
en_ZA,EU;ES,perf,3
en_ZA,AS;AE,action,296
en_ZA,AF;ZA,action,887
en_US,NA;CA,in_app_currency_action,44
en_US,EU;GB,timing,857
en_US,AF;BW,timing,1
en_PH,AS;PH,action,4796
en_GB,AS;KW,page_view,146
en_GB,AS;JO,timing,123
en_GB,AF;EG,in_app_currency_action,26
en_AU,EU;GR,start,2
en_AU,AS;AE,session_end,2
cs_CZ,EU;DK,in_app_currency_action,2
ar_EG,EU;NL,perf,4
ar_EG,EU;GB,foreground,16
ar_AE,AS;KW,foreground,154
ar_AE,AS;JO,session_end,8
zh_HK,AS;HK,page_view,848
zh_CN,AS;MY,in_app_currency_action,19
sk_SK,EU;GB,perf,9
ru_RU,EU;LT,session_end,23
ru_RU,AS;AM,action,757
ro_RO,EU;SE,start,2
ko_KR,AS;KR,session_end,79
hy_AM,AS;AM,in_app_currency_action,8
fr_CH,EU;CH,in_app_currency_action,28
es_US,NA;NI,start,8
es_MX,NA;US,action,459
es_ES,NA;CR,start,14
es_CO,SA;CO,perf,76
en_US,SA;CO,page_view,19
en_US,SA;CL,perf,8
en_US,SA;AR,background,5
en_US,OC;AU,background,8
en_US,NA;JM,action,669
en_US,EU;UA,perf,48
en_US,EU;MK,perf,12
en_GB,EU;SE,page_view,39
en_GB,EU;RO,in_app_currency_action,23
en_GB,EU;CY,page_view,49
en_GB,AS;KW,timing,657
en_CA,NA;PR,perf,1
en_CA,AS;KR,foreground,5
en_AU,AS;SA,foreground,15
el_GR,EU;CY,start,3
ar_IL,AS;SA,foreground,4
ar_EG,EU;GB,session_end,13
ar_AE,EU;SE,foreground,8
ar_AE,EU;AT,background,2
ar_AE,AS;KW,session_end,118
ar_AE,AS;AE,perf,53
ar_AE,;;;;;,page_view,53
zh_HK,AS;HK,action,10576
th_TH,AS;MY,page_view,118
ru_RU,AS;AM,in_app_currency_action,36
ro_RO,EU;IT,session_end,6
ro_RO,EU;GB,foreground,20
pl_PL,EU;IE,timing,38
nl_BE,EU;BE,perf,99
it_IT,EU;IT,start,708
hr_HR,EU;FR,foreground,8
fr_FR,EU;CH,foreground,4
fr_FR,AF;TN,timing,173
fr_FR,AF;MA,session_end,100
fi_FI,EU;FI,action,2339
es_US,NA;PR,in_app_currency_action,59
es_US,NA;DO,timing,622
es_CR,NA;CR,start,4
es_AR,SA;CL,page_view,4
en_ZA,AS;AE,background,22
en_ZA,AF;ZA,background,71
en_US,OC;MP,page_view,5
en_US,AS;IQ,page_view,39
en_US,AS;IN,perf,324
en_US,AS;BD,foreground,36
en_US,AS;AE,start,48
en_US,AF;ZA,start,11
en_US,AF;NG,session_end,9
en_PH,AS;PH,background,337
en_MY,AS;MY,foreground,1
en_IN,AS;QA,session_end,7
en_IE,EU;IE,session_end,76
en_GB,NA;CA,action,348
en_GB,EU;SE,action,3478
en_GB,EU;MT,perf,1
en_GB,EU;IE,start,42
en_GB,EU;DE,background,39
en_GB,EU;CY,action,353
en_GB,EU;BG,page_view,2
en_GB,AS;AZ,background,3
en_AU,AS;AE,in_app_currency_action,4
de_DE,EU;DE,perf,2630
de_DE,EU;CH,session_end,1
de_AT,EU;CH,action,15
de_AT,EU;AT,page_view,334
da_DK,;;;;;,timing,20
ar_AE,EU;IT,page_view,22
ar_AE,;;;;;,action,446
tr_TR,EU;AT,foreground,42
sr_RS,EU;SE,session_end,3
ru_RU,AS;KZ,page_view,215
pl_PL,EU;PL,page_view,991
pl_PL,EU;NO,background,8
pl_PL,EU;DE,start,13
mk_MK,EU;MK,foreground,18
mk_MK,EU;DE,timing,108
iw_IL,EU;FR,action,194
in_ID,AS;ID,background,454
fr_FR,EU;LU,perf,3
es_US,SA;EC,timing,828
es_MX,SA;PY,action,885
es_ES,SA;UY,start,3
es_ES,NA;PR,foreground,1
es_ES,NA;GT,session_end,4
es_ES,EU;ES,page_view,1647
es_AR,SA;AR,perf,47
en_US,NA;CR,background,1
en_US,EU;FI,page_view,53
en_US,EU;ES,in_app_currency_action,39
en_US,AS;VN,start,33
en_US,AS;SG,perf,179
en_GB,NA;KN,foreground,1
en_GB,AS;PK,session_end,53
en_GB,AS;MM,perf,7
en_GB,AS;BH,foreground,51
en_AU,OC;NZ,start,4
el_GR,EU;GR,timing,1853
ca_ES,EU;ES,in_app_currency_action,30
bg_BG,EU;NL,in_app_currency_action,2
ar_IL,AS;IL,action,221
ar_EG,AS;AE,timing,2
ar_AE,EU;BE,background,1
ar_AE,AS;SA,background,502
ar_AE,AS;QA,perf,45
zh_CN,NA;US,timing,120
tr_TR,EU;SI,page_view,4
tr_TR,EU;GB,start,11
tr_TR,AF;RW,perf,22
ru_RU,EU;MD,foreground,17
pl_PL,EU;NL,start,5
hu_HU,EU;ES,action,28
fr_CA,EU;FR,foreground,3
es_PR,NA;PR,perf,2
es_ES,NA;MX,timing,1038
en_US,EU;FR,action,7627
en_US,AS;QA,session_end,69
en_US,AS;AM,timing,161
en_GB,EU;LT,background,5
en_GB,EU;BA,session_end,7
en_GB,AS;SG,in_app_currency_action,370
en_AU,AS;TR,timing,2
el_GR,EU;GR,page_view,278
de_CH,EU;AT,start,5
da_DK,EU;DK,timing,1199
bg_BG,EU;DE,background,5
bg_BG,EU;BG,page_view,487
ro_RO,EU;IT,page_view,7
nl_BE,EU;NL,action,234
it_CH,EU;CH,in_app_currency_action,1
fr_FR,AF;SN,timing,1
fr_FR,AF;MA,page_view,251
fr_BE,EU;FR,background,1
es_US,SA;UY,in_app_currency_action,21
es_ES,AS;GE,start,1
en_US,SA;PE,perf,1
en_US,SA;CO,timing,23
en_US,EU;PT,background,2
en_US,EU;FI,start,10
en_US,AS;JO,background,171
en_US,AF;NG,page_view,26
en_SG,AS;SG,background,27
en_IN,AS;QA,page_view,3
en_IE,EU;IE,page_view,156
en_GB,EU;LT,perf,5
en_GB,EU;IE,foreground,76
en_GB,AS;NP,foreground,5
en_CA,AS;KR,session_end,3
en_AU,AS;SA,session_end,14
en_AU,AF;EG,timing,109
de_DE,EU;CH,page_view,4
bs_BA,EU;BA,perf,18
ar_IL,AS;SA,session_end,3
ar_AE,EU;SE,session_end,7
zh_TW,AS;TW,in_app_currency_action,391
tr_TR,EU;UA,start,2
tr_TR,EU;DE,action,2427
sk_SK,EU;SK,session_end,50
ru_RU,EU;BY,session_end,70
ru_RU,AS;AM,perf,64
pl_PL,EU;IE,start,6
lt_LT,EU;DE,session_end,5
it_IT,EU;AL,start,2
hr_HR,EU;HR,session_end,35
fr_FR,EU;LU,timing,5
fr_FR,EU;DK,background,15
es_US,SA;VE,start,20
es_US,SA;PY,action,1369
es_US,NA;PR,perf,76
es_US,NA;DO,in_app_currency_action,55
es_ES,SA;CO,session_end,179
es_ES,SA;BR,background,21
es_CL,SA;CL,session_end,56
es_AR,NA;CR,start,5
en_US,SA;AR,foreground,5
en_US,EU;NL,start,13
en_US,AS;SG,timing,894
en_GB,EU;GB,action,56928
en_GB,EU;AT,page_view,29
en_GB,AS;MM,timing,30
en_GB,;;;;;,background,23
en_AU,OC;NZ,background,6
en_AU,AS;AE,perf,1
da_DK,;;;;;,in_app_currency_action,7
ar_EG,AS;QA,background,2
ar_AE,EU;AT,foreground,2
zh_TW,AS;TW,foreground,409
zh_CN,EU;IE,start,2
tr_TR,EU;CH,action,663
tr_TR,EU;AT,page_view,130
th_TH,AS;TH,foreground,697
sv_SE,EU;SE,start,170
sk_SK,EU;SK,perf,65
ru_RU,EU;BY,perf,56
ru_RU,EU;AT,timing,9
pt_PT,EU;PT,background,93
pl_PL,EU;NL,action,35
pl_PL,EU;GB,background,32
mk_MK,EU;MK,page_view,20
lt_LT,EU;DE,perf,20
hu_HU,EU;HU,start,46
hr_HR,EU;HR,perf,38
fr_FR,NA;HT,foreground,2
fr_FR,EU;ES,foreground,4
fr_FR,EU;DK,session_end,12
fa_IR,AS;IR,action,764
es_US,NA;PA,foreground,121
es_US,NA;CR,in_app_currency_action,67
es_ES,SA;BR,session_end,17
es_ES,NA;SV,start,7
es_ES,NA;PR,page_view,5
es_ES,NA;GT,timing,107
en_US,NA;PR,in_app_currency_action,17
en_US,NA;DO,timing,21
en_US,EU;IT,start,24
en_US,EU;BA,in_app_currency_action,7
en_US,AF;MA,start,7
en_GB,AS;TW,start,6
en_GB,AS;SG,action,7560
en_GB,AS;PK,timing,83
en_GB,AS;BH,page_view,71
en_GB,AF;ZM,start,3
en_GB,;;;;;,session_end,16
en_AU,AS;MY,background,2
de_CH,EU;DE,foreground,9
ar_AE,AS;BH,foreground,15
zh_CN,AS;CN,foreground,726
tr_TR,EU;FR,action,255
tr_TR,AS;TR,timing,16258
sr_RS,EU;RS,timing,135
ru_RU,EU;LT,timing,144
ru_RU,AS;KZ,foreground,153
pt_PT,AF;AO,start,17
pl_PL,EU;PL,foreground,668
mk_MK,EU;DE,session_end,4
lv_LV,EU;GB,session_end,2
ko_KR,AS;KR,timing,164
iw_IL,AS;IL,start,231
it_IT,OC;AU,in_app_currency_action,3
it_IT,EU;CH,timing,11
fr_FR,NA;CA,session_end,2
fr_FR,EU;DE,in_app_currency_action,54
es_US,SA;EC,session_end,108
es_ES,EU;ES,foreground,1206
es_CO,SA;AR,action,80
en_US,NA;PA,start,7
en_US,EU;HR,timing,97
en_US,EU;FI,foreground,7
en_US,AS;NP,start,6
en_GB,EU;RU,start,2
en_GB,EU;BE,background,6
en_GB,AS;TH,in_app_currency_action,43
en_GB,AS;SA,background,216
en_CA,AS;KR,page_view,24
en_AU,EU;GR,action,87
en_AU,AS;SA,page_view,14
en_AU,AS;IN,background,12
ar_IL,AS;SA,page_view,2
ar_EG,EU;SE,in_app_currency_action,8
ar_EG,EU;GB,timing,10
ar_EG,AS;AE,session_end,4
ar_AE,EU;SE,page_view,35
ar_AE,AS;KW,timing,538
sv_SE,EU;SE,session_end,359
pl_PL,EU;IE,perf,18
lv_LV,EU;LV,page_view,61
hu_HU,EU;HU,session_end,77
fr_FR,AF;TN,perf,11
fr_CH,EU;LU,page_view,3
et_EE,EU;FI,foreground,1
es_US,EU;ES,foreground,10
es_ES,SA;UY,timing,12
es_ES,NA;SV,session_end,16
es_CO,NA;MX,page_view,12
es_AR,NA;CR,perf,3
en_ZA,AS;AE,start,8
en_ZA,AF;ZA,start,23
en_US,EU;CH,foreground,13
en_US,AS;VN,timing,567
en_US,AS;MY,action,4200
en_US,AS;HK,page_view,44
en_US,AF;MA,session_end,3
en_PH,AS;PH,start,152
en_NZ,AF;EG,page_view,9
en_GB,EU;PT,foreground,4
en_GB,EU;PL,page_view,7
en_GB,EU;NO,background,10
en_GB,AS;TW,session_end,10
en_GB,AS;JO,foreground,38
en_GB,AS;AZ,start,2
en_GB,AF;ZM,session_end,8
en_GB,AF;MU,action,155
en_AU,OC;NZ,timing,12
de_DE,EU;LU,background,11
de_CH,EU;IT,action,276
ar_AE,AS;OM,action,1753
vi_VN,AS;VN,session_end,661
uk_UA,EU;UA,timing,709
th_TH,EU;DE,page_view,6
sq_AL,EU;AL,perf,1
pt_BR,SA;CO,start,4
pl_PL,EU;AT,start,5
nl_NL,EU;NL,page_view,864
nl_NL,EU;BE,start,10
ms_MY,AS;MY,background,5
ko_KR,EU;RU,background,1
iw_IL,EU;FR,foreground,3
it_IT,OC;AU,action,21
is_IS,EU;IS,perf,12
hu_HU,EU;ES,session_end,6
fr_CA,NA;CA,timing,1116
es_US,SA;BR,timing,3
es_US,NA;HN,start,21
es_ES,SA;PE,page_view,40
es_ES,SA;CL,timing,1132
es_ES,AS;KR,start,2
es_CO,SA;CO,background,77
es_AR,NA;SV,perf,1
en_US,NA;MX,start,21
en_US,AS;IL,foreground,7
en_US,AS;ID,page_view,741
en_US,AF;EG,background,201
en_PK,AS;PK,action,36
en_PH,AS;MY,perf,8
en_GB,EU;GR,background,2
en_GB,EU;DK,timing,117
en_GB,AS;KH,foreground,1
en_CA,EU;GB,start,2
en_CA,AF;RW,perf,18
en_AU,EU;GR,page_view,10
en_AU,AS;QA,foreground,32
de_DE,EU;RO,start,2
de_DE,EU;GR,perf,8
bs_BA,EU;BA,in_app_currency_action,10
ar_EG,AS;SA,perf,54
ar_AE,AS;AE,background,48
vi_US,AS;VN,timing,33
tr_TR,NA;US,in_app_currency_action,7
tr_TR,EU;GB,in_app_currency_action,3
tr_TR,EU;AT,action,1327
ru_RU,EU;LV,perf,10
ru_RU,EU;GB,background,7
ru_RU,AS;TW,timing,2
pt_BR,SA;CO,background,14
mk_MK,EU;MK,action,302
it_IT,EU;BE,timing,240
it_IT,AS;SA,timing,158
is_IS,EU;IS,timing,45
hu_HU,EU;GB,start,6
fr_FR,EU;FR,session_end,1232
fa_IR,;;;;;,timing,5
es_GT,NA;GT,background,51
es_ES,SA;EC,start,44
es_ES,NA;PR,action,20
es_ES,NA;NI,in_app_currency_action,3
es_AR,NA;SV,timing,6
en_US,OC;MP,start,2
en_US,EU;HU,perf,2
en_US,AS;IR,start,13
en_PH,AS;MY,timing,11
en_GB,NA;US,foreground,31
en_GB,EU;NO,page_view,11
en_GB,EU;NL,perf,26
en_GB,EU;IT,session_end,61
en_GB,EU;GB,foreground,2006
en_GB,EU;BG,start,2
en_GB,AS;PH,foreground,55
en_GB,AS;LB,perf,18
en_GB,AS;BH,action,517
en_CA,NA;US,background,8
en_CA,EU;GB,background,11
en_AU,OC;AU,session_end,243
de_DE,EU;LU,page_view,30
de_DE,EU;GR,timing,5
ar_AE,AF;MA,start,11
tr_TR,EU;BE,timing,106
tr_TR,AS;TR,foreground,2124
th_TH,EU;DE,start,4
sr_RS,EU;RS,foreground,64
ru_RU,AS;IL,in_app_currency_action,11
ro_RO,EU;IT,timing,12
pt_PT,EU;FR,action,219
pl_PL,EU;NO,perf,12
nl_NL,EU;NL,start,248
it_IT,EU;IT,session_end,1172
it_IT,EU;GB,foreground,1
fr_FR,AF;RE,page_view,8
es_US,NA;GT,action,654
es_PE,SA;PE,page_view,42
es_MX,SA;CO,action,485
es_ES,SA;PY,perf,28
es_ES,SA;PE,start,17
es_ES,NA;HN,action,34
es_CR,NA;CR,session_end,3
es_BO,SA;BO,perf,4
en_US,NA;US,timing,107549
en_US,NA;TT,action,273
en_US,NA;CR,perf,2
en_US,EU;SE,in_app_currency_action,14
en_US,EU;HR,foreground,13
en_US,EU;GR,start,7
en_US,EU;BG,action,258
en_US,AS;PH,timing,2586
en_US,AS;ID,start,243
en_US,AS;AE,session_end,71
en_US,AF;ZA,session_end,9
en_US,AF;NG,timing,123
en_IE,EU;IE,timing,1002
en_GB,EU;ES,start,4
en_GB,AS;BD,background,32
ar_YE,NA;US,foreground,1
ar_AE,OC;AU,action,27
ar_AE,EU;BE,perf,7
ar_AE,AS;IQ,background,17
vi_VN,AS;SG,action,19
tr_TR,EU;SI,in_app_currency_action,5
sv_SE,OC;AU,foreground,3
ru_RU,EU;EE,in_app_currency_action,14
ro_RO,EU;RO,timing,3402
pt_PT,SA;BR,timing,450
pt_PT,EU;PT,session_end,70
pl_PL,EU;IT,action,53
pl_PL,EU;GB,session_end,23
lt_LT,EU;LT,action,2656
in_ID,AS;ID,timing,2228
hr_HR,EU;BA,background,11
fr_FR,EU;DK,perf,17
fr_FR,AS;KW,background,1
fa_IR,EU;RU,action,245
es_US,SA;CO,action,2887
es_ES,SA;UY,perf,7
es_ES,NA;MX,background,170
en_US,NA;CR,timing,1
en_US,NA;BS,action,217
en_US,EU;GR,background,8
en_US,AS;KH,foreground,7
en_US,AS;GE,page_view,25
en_US,AS;AM,background,41
en_NZ,EU;GB,timing,8
en_GB,EU;ES,background,6
en_GB,AS;HK,in_app_currency_action,6
en_GB,;;;;;,perf,20
en_AU,OC;NZ,perf,24
en_AU,AS;TR,background,1
de_DE,EU;LU,start,6
de_CH,EU;CH,foreground,179
da_DK,EU;DK,background,105
bg_BG,EU;NL,page_view,7
bg_BG,EU;BG,in_app_currency_action,267
ar_EG,EU;DK,foreground,9
ar_EG,AF;EG,action,1106
ar_AE,EU;BE,timing,98
ar_AE,AS;SA,timing,2069
zh_CN,EU;DE,action,7
th_TH,AS;TH,perf,566
sv_SE,OC;AU,session_end,2
sv_SE,EU;NO,background,1
pl_PL,EU;GB,action,247
pl_PL,EU;AT,page_view,10
nl_NL,EU;BE,page_view,27
fr_FR,NA;CA,background,3
fr_FR,EU;LU,start,4
fr_FR,EU;ES,perf,2
fa_IR,NA;US,foreground,3
es_US,SA;CL,foreground,503
es_US,SA;BO,in_app_currency_action,12
es_US,NA;PA,perf,109
es_US,NA;HN,page_view,36
es_ES,AS;KR,page_view,4
en_US,NA;MX,page_view,78
en_US,EU;RU,foreground,1
en_US,EU;NO,perf,10
en_US,EU;ES,timing,331
en_US,AS;SG,start,69
en_US,AS;PK,foreground,43
en_US,AS;OM,in_app_currency_action,32
en_US,AS;KR,in_app_currency_action,1
en_US,AS;KH,session_end,4
en_US,AS;GE,timing,31
en_GB,AS;MM,start,2
el_GR,EU;GR,background,158
de_DE,EU;RO,page_view,12
de_CH,EU;DE,perf,12
de_CH,EU;CH,session_end,134
cs_CZ,EU;CZ,foreground,111
ca_ES,EU;ES,timing,165
bg_BG,EU;NL,timing,9
bg_BG,EU;BG,background,274
ar_EG,EU;DK,session_end,6
tr_TR,EU;UA,action,15
sv_SE,AS;TH,foreground,4
ro_RO,EU;SE,perf,6
ro_RO,EU;GB,in_app_currency_action,10
ro_RO,EU;DE,foreground,16
mk_MK,EU;DE,perf,9
lv_LV,EU;GB,perf,11
it_IT,OC;AU,foreground,2
it_IT,EU;AL,action,24
hr_HR,EU;FR,in_app_currency_action,15
fr_FR,EU;CH,in_app_currency_action,9
fr_FR,AF;RE,in_app_currency_action,6
es_US,SA;VE,action,876
es_PE,SA;PE,in_app_currency_action,20
es_ES,SA;PY,start,7
es_BO,SA;BO,start,4
es_AR,NA;CR,action,22
en_US,SA;AR,timing,162
en_US,NA;US,background,16541
en_US,EU;PT,page_view,2
en_US,EU;NL,action,282
en_US,EU;GB,background,89
en_US,EU;CZ,timing,14
en_US,AS;PH,background,318
en_US,AS;MY,payment_action,14
en_US,AS;JO,page_view,131
en_US,AS;BD,in_app_currency_action,57
en_US,AF;BW,background,2
en_SG,AS;SG,page_view,22
en_PK,AS;PK,foreground,4
en_MY,AS;MY,in_app_currency_action,12
en_GB,EU;BE,session_end,5
en_GB,AS;SA,session_end,173
en_GB,AF;EG,timing,256
en_CA,AS;VN,foreground,3
en_AU,AS;IN,session_end,9
el_CY,EU;CY,background,2
ar_EG,EU;NL,start,2
vi_US,AS;VN,session_end,2
tr_TR,EU;NL,start,6
tr_TR,AF;RW,foreground,9
ru_RU,EU;DE,in_app_currency_action,11
ru_RU,;;;;;,timing,115
ro_RO,EU;FR,in_app_currency_action,10
pt_PT,EU;PT,page_view,200
pt_BR,EU;PT,action,15
pl_PL,EU;GB,page_view,78
it_IT,AS;SA,session_end,5
fr_FR,EU;FR,start,759
fr_FR,AS;TR,foreground,1
fr_BE,EU;BE,perf,106
fa_IR,;;;;;,session_end,2
es_US,SA;PE,perf,187
es_US,SA;BO,action,280
es_US,NA;MX,perf,850
es_PR,NA;PR,foreground,1
es_MX,NA;MX,timing,2074
en_US,AS;TH,timing,444
en_HK,AS;HK,background,3
en_GB,EU;IS,start,1
en_GB,EU;AL,timing,175
en_GB,AS;MY,background,681
en_CA,NA;CA,session_end,507
en_CA,EU;DE,in_app_currency_action,6
en_AU,OC;AU,start,161
en_AU,AS;MY,page_view,8
de_DE,AS;TR,session_end,1
ar_EG,AS;OM,start,1
ar_AE,AS;IL,action,55
zh_CN,AS;MY,session_end,38
sv_SE,AS;TH,start,2
sr_RS,EU;SI,start,2
ru_RU,EU;FR,foreground,19
ro_RO,EU;DE,start,9
nb_NO,EU;NO,action,5066
iw_IL,;;;;;,timing,2
it_CH,EU;CH,foreground,12
hu_HU,EU;GB,background,31
es_US,SA;UY,foreground,24
es_ES,SA;EC,background,161
es_ES,NA;US,action,911
es_EC,SA;AR,action,39
en_ZA,AS;AE,page_view,30
en_ZA,AF;ZA,page_view,68
en_US,SA;BR,timing,715
en_US,OC;AU,action,323
en_US,NA;AW,foreground,6
en_US,EU;PT,session_end,1
en_US,EU;HU,timing,2
en_US,AS;KW,foreground,22
en_US,AS;JO,session_end,146
en_US,AS;IR,background,46
en_SG,AS;SG,session_end,23
en_PH,AS;PH,page_view,595
en_GB,EU;NL,timing,244
en_GB,EU;DE,page_view,62
en_GB,AS;AE,in_app_currency_action,207
en_GB,AF;ZA,in_app_currency_action,24
en_CA,AS;KR,perf,5
en_AU,AS;SA,perf,6
el_GR,EU;DE,start,9
de_DE,EU;AT,start,31
ar_AE,EU;SE,perf,17
ar_AE,EU;GB,in_app_currency_action,71
ar_AE,EU;DE,foreground,45
ar_AE,AF;MA,background,25
zh_TW,AS;TW,session_end,307
zh_TW,AS;HK,background,119
tr_TR,EU;AT,timing,452
th_TH,AS;TH,session_end,517
sv_SE,OC;AU,background,3
ru_RU,EU;DE,page_view,6
ru_RU,AS;AZ,page_view,139
ro_RO,EU;FR,page_view,40
mk_MK,EU;MK,timing,112
lv_LV,EU;IE,in_app_currency_action,7
hu_HU,EU;GB,foreground,31
fr_FR,NA;HT,session_end,1
fr_FR,EU;ES,session_end,3
et_EE,EU;FI,start,2
es_US,SA;CL,in_app_currency_action,276
es_US,NA;PA,session_end,109
es_US,EU;ES,start,5
es_ES,SA;UY,action,20
es_ES,SA;EC,foreground,163
es_ES,NA;PR,timing,6
es_EC,SA;AR,perf,9
en_US,SA;AR,perf,31
en_US,OC;MP,foreground,3
en_US,OC;AU,perf,38
en_US,EU;GB,start,50
en_US,AS;VN,action,1798
en_US,AS;KH,background,7
en_US,AS;IR,foreground,46
en_IN,AS;IN,in_app_currency_action,72
en_GB,AS;JO,start,12
en_GB,AS;BH,timing,169
en_CA,EU;DE,page_view,12
en_AU,OC;NZ,action,60
en_AU,AF;MU,timing,7
de_CH,EU;DE,session_end,7
de_CH,EU;CH,background,178
ar_EG,EU;DK,background,9
ar_AE,AS;BH,session_end,11
ar_AE,AF;MA,foreground,25
zh_CN,EU;DE,perf,2
zh_CN,AS;SG,background,20
uk_UA,EU;UA,action,1684
tr_TR,EU;SI,foreground,4
tr_TR,AS;TR,page_view,3312
sv_SE,EU;NO,foreground,2
sr_RS,EU;RS,page_view,54
ro_RO,EU;MD,background,2
pt_PT,EU;PT,perf,121
pl_PL,EU;GB,perf,31
it_IT,EU;IT,timing,9482
it_IT,EU;GB,page_view,5
hr_HR,EU;BA,session_end,5
fr_CA,NA;CA,action,8984
es_US,SA;BR,action,45
es_ES,SA;CL,action,2791
es_ES,NA;MX,session_end,134
es_CR,NA;CR,timing,16
en_US,EU;HR,page_view,10
en_US,EU;GR,session_end,4
en_US,AS;IL,start,13
en_US,AS;AM,session_end,36
en_US,AS;AE,timing,638
en_PH,AS;ID,background,56
en_GB,EU;IE,timing,697
en_GB,EU;ES,session_end,4
en_GB,EU;DK,action,277
en_GB,EU;BA,start,7
en_AU,AS;QA,start,16
en_AU,AS;MY,perf,8
el_GR,EU;GR,foreground,157
da_DK,EU;DK,session_end,71
bg_BG,EU;BG,foreground,272
ar_SA,EU;GB,background,1
ar_EG,AS;KW,in_app_currency_action,11
zh_TW,AS;TW,perf,489
tr_TR,EU;SI,background,4
tr_TR,EU;BG,foreground,4
